"Date (UTC)","Loss","Jitter","Avg RTT","Min RTT","Max RTT"
"2017-09-11 10:00:13","0.0","2.071999","162.0","157.0","170.0"
"2017-09-11 10:05:13","0.0","9.927986","168.0","156.0","235.0"
"2017-09-11 10:10:12","0.0","4.919991","164.0","157.0","211.0"
"2017-09-11 10:15:12","0.0","7.080004","166.0","158.0","232.0"
"2017-09-11 10:20:12","0.0","3.113602","163.0","156.0","172.0"
"2017-09-11 10:25:11","0.0","15.322427","170.0","156.0","269.0"
"2017-09-11 10:30:13","0.0","5.187209","164.0","158.0","227.0"
"2017-09-11 10:35:14","0.0","14.028816","171.0","157.0","244.0"
"2017-09-11 10:40:12","0.0","3.239197","162.0","158.0","176.0"
"2017-09-11 10:45:12","0.0","7.808012","166.0","157.0","231.0"
"2017-09-11 10:50:11","0.0","3.361605","163.0","157.0","176.0"
"2017-09-11 10:55:12","0.0","4.770409","165.0","156.0","199.0"
"2017-09-11 11:00:12","0.0","2.92","162.0","156.0","172.0"
"2017-09-11 11:05:12","0.0","3.924794","164.0","157.0","199.0"
"2017-09-11 11:10:13","0.0","5.924809","165.0","158.0","208.0"
"2017-09-11 11:15:13","0.0","11.970392","169.0","157.0","271.0"
"2017-09-11 11:20:13","0.0","2.032","162.0","157.0","168.0"
"2017-09-11 11:25:11","0.0","5.880805","166.0","157.0","203.0"
"2017-09-11 11:30:12","0.0","1.827201","161.0","157.0","168.0"
"2017-09-11 11:35:13","0.0","5.492007","165.0","156.0","218.0"
"2017-09-11 11:40:12","0.0","6.570391","166.0","157.0","216.0"
"2017-09-11 11:45:14","0.0","6.031998","165.0","157.0","196.0"
"2017-09-11 11:50:13","0.0","5.13921","164.0","157.0","220.0"
"2017-09-11 11:55:11","0.0","7.967998","166.0","155.0","220.0"
"2017-09-11 12:00:13","0.0","3.801599","163.0","156.0","181.0"
"2017-09-11 12:05:12","0.0","6.539998","166.0","157.0","198.0"
"2017-09-11 12:10:12","0.0","3.057598","163.0","158.0","178.0"
"2017-09-11 12:15:13","0.0","4.488006","164.0","157.0","182.0"
"2017-09-11 12:20:11","0.0","5.518398","164.0","157.0","201.0"
"2017-09-11 12:25:12","0.0","4.760004","164.0","158.0","185.0"
"2017-09-11 12:30:12","0.0","5.035194","164.0","158.0","193.0"
"2017-09-11 12:35:11","0.0","3.737607","163.0","158.0","197.0"
"2017-09-11 12:40:13","0.0","4.291201","165.0","158.0","201.0"
"2017-09-11 12:45:15","0.0","3.826396","163.0","158.0","217.0"
"2017-09-11 12:50:13","0.0","7.338403","166.0","157.0","218.0"
"2017-09-11 12:55:13","0.0","3.368003","163.0","157.0","193.0"
"2017-09-11 13:00:12","0.0","5.900002","165.0","156.0","188.0"
"2017-09-11 13:05:11","0.0","4.330405","164.0","158.0","181.0"
"2017-09-11 13:10:13","0.0","9.187192","168.0","156.0","222.0"
"2017-09-11 13:15:12","0.0","2.356801","162.0","157.0","169.0"
"2017-09-11 23:59:19","6.0","0.600277","154.0","152.0","156.0"
"2017-09-12 00:00:08","0.0","0.594395","154.0","152.0","155.0"
"2017-09-13 03:19:20","0.0","0.748795","168.0","166.0","169.0"
"2017-09-13 03:20:12","0.0","1.08","169.0","167.0","172.0"
"2017-09-13 03:25:12","0.0","1.979195","169.0","166.0","178.0"
"2017-09-13 03:30:12","0.0","0.9864","168.0","166.0","175.0"
"2017-09-13 03:35:12","0.0","1.1","169.0","166.0","173.0"
"2017-09-13 03:40:12","0.0","1.111997","169.0","166.0","173.0"
"2017-09-13 03:45:12","0.0","4.035995","171.0","166.0","199.0"
"2017-09-13 03:50:13","0.0","1.967993","169.0","166.0","175.0"
"2017-09-13 03:55:12","0.0","3.152793","170.0","166.0","191.0"
"2017-09-13 04:00:13","0.0","5.528004","172.0","166.0","202.0"
"2017-09-13 04:05:12","0.0","6.479199","172.0","166.0","214.0"
"2017-09-13 04:10:12","0.0","1.2496","169.0","166.0","173.0"
"2017-09-13 04:15:12","0.0","1.577605","169.0","166.0","174.0"
"2017-09-13 04:20:12","0.0","2.972811","170.0","166.0","229.0"
"2017-09-13 04:25:12","0.0","1.932003","169.0","166.0","190.0"
"2017-09-13 04:30:12","0.0","1.364805","169.0","166.0","174.0"
"2017-09-13 04:35:12","0.0","1.3248","169.0","167.0","174.0"
"2017-09-13 04:40:12","0.0","1.750402","169.0","166.0","175.0"
"2017-09-13 04:45:12","0.0","3.839984","171.0","166.0","203.0"
"2017-09-13 04:50:12","0.0","3.433588","170.0","166.0","184.0"
"2017-09-13 04:55:12","0.0","2.212798","169.0","166.0","182.0"
"2017-09-13 05:00:12","0.0","25.957613","189.0","166.0","256.0"
"2017-09-13 05:05:12","0.0","1.948801","170.0","166.0","178.0"
"2017-09-13 05:10:12","0.0","1.856003","169.0","166.0","175.0"
"2017-09-13 05:15:12","0.0","1.130394","168.0","166.0","172.0"
"2017-09-13 05:20:12","0.0","2.679199","170.0","166.0","181.0"
"2017-09-13 05:25:12","0.0","1.331198","169.0","166.0","177.0"
"2017-09-13 05:30:12","0.0","0.783191","168.0","167.0","171.0"
"2017-09-13 05:35:12","0.0","1.344","169.0","166.0","173.0"
"2017-09-13 05:40:12","0.0","1.363199","169.0","166.0","175.0"
"2017-09-13 05:45:12","0.0","1.176002","168.0","166.0","174.0"
"2017-09-13 05:50:12","0.0","2.108809","170.0","166.0","186.0"
"2017-09-13 05:55:12","0.0","2.193601","169.0","166.0","178.0"
"2017-09-13 06:00:12","0.0","0.924801","168.0","166.0","172.0"
"2017-09-13 06:05:12","0.0","1.259199","169.0","166.0","174.0"
"2017-09-13 06:10:12","0.0","1.583998","169.0","166.0","175.0"
"2017-09-13 06:15:12","0.0","6.70801","173.0","167.0","238.0"
"2017-09-13 06:20:12","0.0","1.608799","169.0","166.0","174.0"
"2017-09-13 06:25:12","0.0","29.900806","193.0","167.0","346.0"
"2017-09-13 06:30:12","0.0","1.035999","168.0","166.0","177.0"
"2017-09-13 06:35:12","0.0","11.713597","176.0","166.0","229.0"
"2017-09-13 06:40:12","0.0","1.024001","169.0","167.0","171.0"
"2017-09-13 06:45:12","0.0","1.462401","169.0","166.0","184.0"
"2017-09-13 06:50:12","0.0","2.132804","169.0","166.0","178.0"
"2017-09-13 06:55:12","0.0","1.18","169.0","166.0","173.0"
"2017-09-13 07:00:13","0.0","31.04561","191.0","166.0","347.0"
"2017-09-13 07:05:12","0.0","1.445598","169.0","166.0","174.0"
"2017-09-13 07:10:12","0.0","1.375992","169.0","166.0","176.0"
"2017-09-13 07:15:12","0.0","1.302402","169.0","166.0","176.0"
"2017-09-13 07:20:12","0.0","1.378397","169.0","166.0","177.0"
"2017-09-13 07:25:12","0.0","1.135996","168.0","167.0","172.0"
"2017-09-13 07:30:12","0.0","0.906411","168.0","166.0","172.0"
"2017-09-13 07:35:12","0.0","4.968008","171.0","166.0","204.0"
"2017-09-13 07:40:12","0.0","3.972798","171.0","166.0","207.0"
"2017-09-13 07:45:12","0.0","4.931983","172.0","168.0","204.0"
"2017-09-13 07:50:12","0.0","1.955986","170.0","167.0","181.0"
"2017-09-13 07:55:12","0.0","8.444018","174.0","167.0","232.0"
"2017-09-13 08:00:12","0.0","5.82879","173.0","167.0","217.0"
"2017-09-13 08:05:12","0.0","1.592001","170.0","168.0","183.0"
"2017-09-13 08:10:12","0.0","1.592","170.0","167.0","177.0"
"2017-09-13 08:15:12","0.0","2.032803","171.0","167.0","185.0"
"2017-09-13 08:20:12","0.0","1.404797","170.0","166.0","175.0"
"2017-09-13 08:25:12","0.0","1.064003","169.0","167.0","174.0"
"2017-09-13 08:30:12","0.0","1.600021","170.0","167.0","185.0"
"2017-09-13 08:35:12","0.0","1.3808","170.0","167.0","178.0"
"2017-09-13 08:40:12","0.0","3.132015","171.0","167.0","181.0"
"2017-09-13 08:45:12","0.0","1.167997","169.0","167.0","173.0"
"2017-09-13 08:50:12","0.0","2.787206","171.0","168.0","193.0"
"2017-09-13 08:55:12","0.0","1.863213","170.0","167.0","183.0"
"2017-09-13 09:00:12","0.0","6.300803","173.0","168.0","200.0"
"2017-09-13 09:05:12","0.0","1.499204","170.0","167.0","174.0"
"2017-09-13 09:10:12","0.0","1.192803","170.0","167.0","173.0"
"2017-09-13 09:15:13","0.0","2.90079","171.0","167.0","193.0"
"2017-09-13 09:20:12","0.0","1.784001","170.0","167.0","174.0"
"2017-09-13 09:25:12","0.0","1.336012","170.0","168.0","175.0"
"2017-09-13 09:30:13","0.0","11.278394","178.0","167.0","219.0"
"2017-09-13 09:35:12","0.0","1.145604","169.0","167.0","173.0"
"2017-09-13 09:40:12","0.0","4.171999","172.0","168.0","203.0"
"2017-09-13 09:45:12","0.0","1.544001","170.0","167.0","174.0"
"2017-09-13 09:50:12","0.0","1.416","170.0","167.0","185.0"
"2017-09-13 09:55:12","0.0","2.024014","170.0","167.0","188.0"
"2017-09-13 10:00:13","0.0","9.255994","177.0","167.0","206.0"
"2017-09-13 10:05:12","0.0","1.4208","170.0","167.0","174.0"
"2017-09-13 10:10:12","0.0","1.479999","170.0","167.0","174.0"
"2017-09-13 10:15:12","0.0","1.680001","170.0","168.0","179.0"
"2017-09-13 10:20:12","0.0","0.880001","169.0","167.0","174.0"
"2017-09-13 10:25:12","0.0","1.287999","170.0","167.0","175.0"
"2017-09-13 10:30:12","0.0","0.627994","169.0","167.0","172.0"
"2017-09-13 10:35:12","0.0","1.054394","169.0","167.0","173.0"
"2017-09-13 10:40:12","0.0","1.902405","170.0","167.0","188.0"
"2017-09-13 10:45:12","0.0","1.339202","170.0","167.0","175.0"
"2017-09-13 10:50:12","0.0","1.392002","170.0","167.0","176.0"
"2017-09-13 10:55:12","0.0","10.127992","175.0","167.0","225.0"
"2017-09-13 11:00:12","0.0","0.958396","169.0","167.0","173.0"
"2017-09-13 11:05:12","0.0","2.545602","171.0","167.0","189.0"
"2017-09-13 11:10:12","0.0","5.612803","173.0","167.0","213.0"
"2017-09-13 11:15:12","0.0","1.342397","170.0","167.0","176.0"
"2017-09-13 11:20:12","0.0","1.303998","170.0","167.0","177.0"
"2017-09-13 11:25:12","0.0","1.416002","170.0","167.0","177.0"
"2017-09-13 11:30:12","0.0","0.916003","169.0","167.0","174.0"
"2017-09-13 11:35:12","0.0","1.366406","169.0","167.0","174.0"
"2017-09-13 11:40:12","0.0","1.53439","170.0","167.0","175.0"
"2017-09-13 11:45:12","0.0","0.975995","169.0","167.0","174.0"
"2017-09-13 11:50:12","0.0","1.359197","170.0","167.0","178.0"
"2017-09-13 11:55:12","0.0","1.837605","170.0","167.0","183.0"
"2017-09-13 12:00:12","0.0","2.185601","171.0","167.0","178.0"
"2017-09-13 12:05:12","0.0","1.593603","169.0","167.0","180.0"
"2017-09-13 12:10:12","0.0","1.551996","170.0","167.0","175.0"
"2017-09-13 12:15:12","0.0","1.1168","170.0","167.0","173.0"
"2017-09-13 12:20:12","0.0","2.857601","171.0","167.0","185.0"
"2017-09-13 12:25:12","0.0","1.615995","170.0","167.0","180.0"
"2017-09-13 12:30:13","0.0","1.024014","169.0","167.0","179.0"
"2017-09-13 12:35:12","0.0","1.560009","170.0","168.0","186.0"
"2017-09-13 12:40:12","0.0","1.3936","170.0","167.0","177.0"
"2017-09-13 12:45:12","0.0","1.447994","169.0","167.0","173.0"
"2017-09-13 12:50:12","0.0","1.1504","170.0","167.0","179.0"
"2017-09-13 12:55:12","0.0","1.492813","170.0","167.0","180.0"
"2017-09-13 13:00:12","0.0","7.203218","174.0","168.0","203.0"
"2017-09-13 13:05:12","0.0","7.769571","175.0","167.0","217.0"
"2017-09-13 13:10:12","0.0","5.982396","174.0","168.0","197.0"
"2017-09-13 13:15:12","0.0","1.982388","170.0","167.0","183.0"
"2017-09-13 13:20:12","0.0","0.997593","169.0","167.0","174.0"
"2017-09-13 13:25:12","0.0","0.779197","169.0","167.0","174.0"
"2017-09-13 13:30:12","0.0","1.591196","170.0","167.0","200.0"
"2017-09-13 13:35:12","0.0","1.658401","170.0","167.0","177.0"
"2017-09-13 13:40:12","0.0","1.502399","170.0","167.0","177.0"
"2017-09-13 13:45:12","0.0","1.799199","170.0","166.0","178.0"
"2017-09-13 13:50:12","0.0","2.748016","171.0","167.0","186.0"
"2017-09-13 13:55:12","0.0","2.956013","171.0","166.0","190.0"
"2017-09-13 14:00:12","0.0","9.244006","178.0","167.0","227.0"
"2017-09-13 14:05:12","0.0","1.3824","170.0","167.0","175.0"
"2017-09-13 14:10:12","0.0","5.468016","173.0","167.0","218.0"
"2017-09-13 14:15:12","0.0","1.940803","171.0","167.0","184.0"
"2017-09-13 14:20:12","0.0","1.374399","170.0","167.0","174.0"
"2017-09-13 14:25:12","0.0","1.145598","170.0","167.0","174.0"
"2017-09-13 14:30:12","0.0","0.897598","169.0","167.0","175.0"
"2017-09-13 14:35:12","0.0","1.291201","170.0","167.0","175.0"
"2017-09-13 14:40:12","0.0","4.675189","172.0","167.0","208.0"
"2017-09-13 14:45:12","0.0","1.213601","169.0","167.0","178.0"
"2017-09-13 14:50:12","0.0","1.985602","170.0","168.0","178.0"
"2017-09-13 14:55:12","0.0","1.8184","170.0","167.0","176.0"
"2017-09-13 15:00:12","0.0","1.112001","169.0","167.0","173.0"
"2017-09-13 15:05:12","0.0","1.442401","170.0","167.0","174.0"
"2017-09-13 15:10:12","0.0","1.60158","170.0","167.0","183.0"
"2017-09-13 15:15:12","0.0","2.29519","171.0","166.0","185.0"
"2017-09-13 15:20:12","0.0","1.412795","170.0","166.0","174.0"
"2017-09-13 15:25:12","0.0","1.7976","170.0","167.0","174.0"
"2017-09-13 15:30:13","0.0","8.781602","177.0","167.0","196.0"
"2017-09-13 15:35:12","0.0","1.9536","171.0","167.0","190.0"
"2017-09-13 15:40:12","0.0","1.2696","170.0","167.0","174.0"
"2017-09-13 15:45:12","0.0","1.4256","170.0","167.0","176.0"
"2017-09-13 15:50:12","0.0","1.284805","170.0","167.0","175.0"
"2017-09-13 15:55:12","0.0","1.952001","171.0","167.0","177.0"
"2017-09-13 16:00:12","0.0","0.975996","169.0","168.0","173.0"
"2017-09-13 16:05:12","0.0","1.403998","170.0","167.0","177.0"
"2017-09-13 16:10:12","0.0","1.073601","170.0","168.0","175.0"
"2017-09-13 16:15:12","0.0","5.220798","173.0","168.0","255.0"
"2017-09-13 16:20:12","0.0","1.867196","171.0","166.0","179.0"
"2017-09-13 16:25:12","0.0","1.5232","170.0","166.0","176.0"
"2017-09-13 16:30:13","0.0","6.1056","175.0","167.0","187.0"
"2017-09-13 16:35:12","0.0","19.521608","181.0","167.0","296.0"
"2017-09-13 16:40:12","0.0","1.552008","170.0","167.0","179.0"
"2017-09-13 16:45:12","0.0","14.211172","178.0","167.0","264.0"
"2017-09-13 16:50:12","0.0","1.511196","170.0","167.0","176.0"
"2017-09-13 16:55:12","0.0","2.08","171.0","167.0","181.0"
"2017-09-13 17:00:13","0.0","18.295996","186.0","167.0","234.0"
"2017-09-13 17:05:12","0.0","9.616001","175.0","166.0","234.0"
"2017-09-13 17:10:12","0.0","1.743997","170.0","167.0","180.0"
"2017-09-13 17:15:12","0.0","1.704004","170.0","167.0","179.0"
"2017-09-13 17:20:12","0.0","1.63519","170.0","166.0","177.0"
"2017-09-13 17:25:12","0.0","33.232","192.0","167.0","304.0"
"2017-09-13 17:30:12","0.0","1.208001","170.0","167.0","175.0"
"2017-09-13 17:35:12","0.0","1.089589","169.0","167.0","176.0"
"2017-09-13 17:40:13","0.0","7.236782","174.0","167.0","210.0"
"2017-09-13 17:45:12","0.0","1.525601","170.0","167.0","181.0"
"2017-09-13 17:50:12","0.0","1.459206","170.0","167.0","180.0"
"2017-09-13 17:55:12","0.0","2.139195","170.0","167.0","187.0"
"2017-09-13 18:00:12","0.0","2.325601","170.0","167.0","181.0"
"2017-09-13 18:05:12","0.0","1.603987","170.0","167.0","177.0"
"2017-09-13 18:10:12","0.0","1.775984","170.0","168.0","178.0"
"2017-09-13 18:15:12","0.0","1.4","170.0","167.0","174.0"
"2017-09-13 18:20:12","0.0","1.752","170.0","168.0","176.0"
"2017-09-13 18:25:12","0.0","1.550399","170.0","167.0","175.0"
"2017-09-13 18:30:12","0.0","4.317605","172.0","167.0","189.0"
"2017-09-13 18:35:12","0.0","6.387201","173.0","167.0","226.0"
"2017-09-13 18:40:12","0.0","3.343998","171.0","167.0","193.0"
"2017-09-13 18:45:12","0.0","1.832004","171.0","168.0","184.0"
"2017-09-13 18:50:12","0.0","1.908798","170.0","167.0","180.0"
"2017-09-13 18:55:12","0.0","1.61759","170.0","167.0","174.0"
"2017-09-13 19:00:12","0.0","2.04801","170.0","167.0","180.0"
"2017-09-13 19:05:12","0.0","2.694393","171.0","167.0","206.0"
"2017-09-13 19:10:12","0.0","1.42","170.0","168.0","177.0"
"2017-09-13 19:15:12","0.0","1.855997","170.0","167.0","176.0"
"2017-09-13 19:20:12","0.0","2.572001","171.0","167.0","185.0"
"2017-09-13 19:25:12","0.0","1.676795","170.0","167.0","178.0"
"2017-09-13 19:30:12","0.0","2.931202","171.0","166.0","185.0"
"2017-09-13 19:35:12","0.0","1.392799","170.0","166.0","174.0"
"2017-09-13 19:40:12","0.0","1.104805","169.0","167.0","172.0"
"2017-09-13 19:45:12","0.0","1.480002","170.0","166.0","175.0"
"2017-09-13 19:50:12","0.0","1.496798","169.0","167.0","180.0"
"2017-09-13 19:55:12","0.0","1.454399","170.0","167.0","178.0"
"2017-09-13 20:00:12","0.0","1.327999","170.0","167.0","175.0"
"2017-09-13 20:05:12","0.0","1.685601","170.0","167.0","176.0"
"2017-09-13 20:10:12","0.0","1.720002","170.0","167.0","179.0"
"2017-09-13 20:15:12","0.0","13.793596","178.0","167.0","263.0"
"2017-09-13 20:20:12","0.0","2.185604","170.0","167.0","194.0"
"2017-09-13 20:25:12","0.0","1.903997","170.0","167.0","191.0"
"2017-09-13 20:30:12","0.0","4.736802","173.0","166.0","200.0"
"2017-09-13 20:35:12","0.0","1.4432","170.0","167.0","181.0"
"2017-09-13 20:40:12","0.0","1.2192","170.0","167.0","173.0"
"2017-09-13 20:45:12","0.0","1.441586","170.0","168.0","176.0"
"2017-09-13 20:50:12","0.0","1.207999","170.0","168.0","174.0"
"2017-09-13 20:55:12","0.0","1.5024","170.0","167.0","178.0"
"2017-09-13 21:00:12","0.0","2.0528","170.0","167.0","180.0"
"2017-09-13 21:05:12","0.0","1.613616","170.0","167.0","183.0"
"2017-09-13 21:10:12","0.0","2.210402","170.0","167.0","193.0"
"2017-09-13 21:15:12","0.0","5.424809","174.0","167.0","205.0"
"2017-09-13 21:20:12","0.0","4.515215","172.0","166.0","206.0"
"2017-09-13 21:25:12","0.0","2.6904","171.0","168.0","182.0"
"2017-09-13 21:30:12","0.0","1.097585","169.0","166.0","175.0"
"2017-09-13 21:35:12","0.0","2.230391","170.0","167.0","189.0"
"2017-09-13 21:40:12","0.0","1.231197","169.0","167.0","175.0"
"2017-09-13 21:45:12","0.0","1.241601","170.0","167.0","174.0"
"2017-09-13 21:50:12","0.0","1.4728","170.0","166.0","175.0"
"2017-09-13 21:55:13","0.0","20.468784","182.0","168.0","297.0"
"2017-09-13 22:00:12","0.0","0.724005","169.0","167.0","172.0"
"2017-09-13 22:05:12","0.0","1.465601","170.0","167.0","174.0"
"2017-09-13 22:10:12","0.0","1.887996","170.0","167.0","185.0"
"2017-09-13 22:15:12","0.0","6.324796","173.0","167.0","201.0"
"2017-09-13 22:20:12","0.0","6.139194","173.0","167.0","215.0"
"2017-09-13 22:25:12","0.0","1.944003","170.0","167.0","183.0"
"2017-09-13 22:30:12","0.0","9.987214","178.0","167.0","247.0"
"2017-09-13 22:35:12","0.0","1.204799","170.0","167.0","175.0"
